Провайдер;Название;ID;RTP по умолчанию;Url;MobileUrl;Тип игры;Сортировка;Сортировка по категориям;Категории;Статус;Фрираунды;Минимальная ставка;Максимальная ставка;Максимальный множитель;Волатильность провайдера
"Pragmatic Play";"Irish Crown";"2972621";"96.5200";"vs20irishcrown";"vs20irishcrown";"HasDemo ";"100539";"0";"Slots";"1";"Нет";"0.20";"240.00";"5000.00";"Medium"
"Pragmatic Play";"Floating Dragon – Year of the Snake";"2972937";"96.7100";"vs10fdsnake";"vs10fdsnake";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.10";"250.00";"5000.00";"Very High"
"Pragmatic Play";"Aztec Gems Megaways™";"2973368";"96.5800";"vswaysaztec";"vswaysaztec";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.05";"250.00";"10000.00";"Low"
"Pragmatic Play";"Wild Wild Pearls";"2973688";"96.4600";"vswayspearls";"vswayspearls";"HasDemo ";"100539";"0, 0";"Slots,Jackpots";"1";"Все";"0.20";"240.00";"5000.00";"Very High"
"Pragmatic Play";"Bigger Bass Splash";"2973720";"96.5000";"vs12bgrbspl";"vs12bgrbspl";"HasDemo ";"100539";"0, 0";"Slots,Jackpots";"1";"Все";"0.10";"200.00";"5000.00";"Very High"
"Pragmatic Play";"Brick House Bonanza";"2974089";"96.5000";"vswaysbrickhos";"vswaysbrickhos";"HasDemo ";"100539";"0, 0";"Slots,Jackpots";"1";"Все";"0.20";"240.00";"10000.00";"Very High"
"Pragmatic Play";"Wild Wildebeest Wins";"2974607";"96.4500";"vswaysbufstamp";"vswaysbufstamp";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.40";"240.00";"10000.00";"Very High"
"Pragmatic Play";"Escape the Pyramid – Fire & Ice";"2974879";"96.5000";"vs10fireice";"vs10fireice";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.10";"250.00";"5000.00";"Medium"
"Pragmatic Play";"Savannah Legend";"2976166";"96.5000";"vswayssavlgnd";"vswayssavlgnd";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.10";"250.00";"10000.00";"Very High"
"Pragmatic Play";"Ancient Island Megaways™";"2976918";"96.5500";"vswaysmodfr";"vswaysmodfr";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.20";"240.00";"10000.00";"Very High"
"Pragmatic Play";"Greedy Fortune Pig";"2976970";"96.5000";"vs10fortnpig";"vs10fortnpig";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.10";"250.00";"8888.00";"Medium"
"Pragmatic Play";"5 Lions Megaways 2";"2977318";"96.5000";"vsways5lions2";"vsways5lions2";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.20";"240.00";"8000.00";"Very High"
"Pragmatic Play";"Peppe’s Pepperoni Pizza Plaza";"2977662";"96.5500";"vswaystonypzz";"vswaystonypzz";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.10";"250.00";"6000.00";"Very High"
"Pragmatic Play";"John Hunter and Galileo’s Secrets";"2977666";"96.5000";"vs10booklight";"vs10booklight";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.10";"250.00";"5000.00";"Very High"
"Pragmatic Play";"Big Bass Return to the Races";"2978846";"96.0700";"vs10bbrttr";"vs10bbrttr";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.10";"250.00";"5000.00";"Very High"
"Pragmatic Play";"Volcano Goddess";"2979234";"96.4900";"vswaysvlcgds";"vswaysvlcgds";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.20";"240.00";"20000.00";"Very High"
"Pragmatic Play";"Raging Waterfall Megaways™";"2979426";"96.5000";"vswaysmltchmgw";"vswaysmltchmgw";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.20";"240.00";"10000.00";"Very High"
"Pragmatic Play";"Lucky’s Wild Pub";"2979874";"96.5000";"vs25luckwildpb";"vs25luckwildpb";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.10";"250.00";"10000.00";"Very High"
"Pragmatic Play";"Triple Pot Gold";"2981390";"96.0200";"vswaysasiatrzn";"vswaysasiatrzn";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.20";"240.00";"5000.00";"Very High"
"Pragmatic Play";"Wild Wild Joker";"2983034";"96.4900";"vswayswwjoker";"vswayswwjoker";"HasDemo ";"100539";"0, 0";"New,Slots";"1";"Все";"0.20";"240.00";"5000.00";"High"
"Pragmatic Play";"Blitz Super Wheel";"2983278";"96.5200";"vs20lightblitz";"vs20lightblitz";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.20";"240.00";"10000.00";"High"
"Pragmatic Play";"Lucky Tiger";"2983282";"96.5000";"vs5luckytigly";"vs5luckytigly";"HasDemo ";"100539";"";"";"1";"Все";"0.05";"250.00";"2500.00";"Medium"
"Pragmatic Play";"Lucky Mouse";"2983286";"96.5700";"vs10forwildly";"vs10forwildly";"HasDemo ";"100539";"";"";"1";"Все";"0.10";"250.00";"1000.00";"Medium"
"Pragmatic Play";"Book of Monsters";"2983802";"96.5000";"vs20fatbook";"vs20fatbook";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.20";"240.00";"5000.00";"Very High"
"Pragmatic Play";"The Dog House – Royal Hunt";"2984110";"96.5100";"vs20dhsuper";"vs20dhsuper";"HasDemo ";"100539";"";"";"1";"Все";"0.20";"240.00";"8000.00";"Very High"
"Pragmatic Play";"Bandit Megaways™";"2984838";"96.5500";"vswaysbandit";"vswaysbandit";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.20";"240.00";"5000.00";"Very High"
"Pragmatic Play";"Joker’s Jewels Cash";"2985282";"96.5100";"vs5jokerjc";"vs5jokerjc";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.05";"250.00";"5000.00";"High"
"Pragmatic Play";"Emotiwins";"2985286";"96.5000";"vs10emotiwins";"vs10emotiwins";"HasDemo ";"100539";"";"";"1";"Все";"0.10";"50.00";"25000.00";"Medium"
"Pragmatic Play";"Ride The Lightning";"2985622";"96.5000";"vs9ridelightng";"vs9ridelightng";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.10";"250.00";"10000.00";"High"
"Pragmatic Play";"Gates of Olympus Super Scatter";"2986670";"96.5000";"vs20olympgold";"vs20olympgold";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.20";"100.00";"50000.00";"High"
"Pragmatic Play";"Lucky Ox";"2986674";"96.5500";"vs10fortnhsly";"vs10fortnhsly";"HasDemo ";"100539";"";"";"1";"Все";"0.10";"250.00";"5000.00";"Low"
"Pragmatic Play";"5 Lions Reborn";"2987182";"96.5000";"vsways5lionsr";"vsways5lionsr";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.30";"240.00";"5000.00";"Very High"
"Pragmatic Play";"Cash Surge";"2987578";"96.5200";"vswayscashsurg";"vswayscashsurg";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.20";"240.00";"5000.00";"High"
"Pragmatic Play";"Lucky Dog";"2987582";"96.5000";"vs5luckydogly";"vs5luckydogly";"HasDemo ";"100539";"";"";"1";"Все";"0.05";"250.00";"1000.00";"Low"
"Pragmatic Play";"Big Bass Bonanza 1000";"2987834";"96.5100";"vs10bbbnz1000";"vs10bbbnz1000";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.10";"250.00";"20000.00";"Very High"
"Pragmatic Play";"Sleeping Dragon";"2987838";"96.5000";"vs25sleepdrag";"vs25sleepdrag";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.10";"250.00";"15000.00";"Very High"
"Pragmatic Play";"Jelly Candy";"2988130";"96.5200";"vs5jellyc";"vs5jellyc";"HasDemo ";"100539";"";"";"1";"Все";"0.05";"250.00";"375.00";"Low"
"Pragmatic Play";"Resurrecting Riches";"2988454";"96.5000";"vswaysresurich";"vswaysresurich";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.20";"240.00";"4000.00";"High"
"Pragmatic Play";"Witch Heart Megaways";"2988710";"96.5000";"vswayswildbrst";"vswayswildbrst";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.20";"240.00";"9000.00";"Very High"
"Pragmatic Play";"Gates of Hades";"2989002";"96.5200";"vs20gtsofhades";"vs20gtsofhades";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.20";"240.00";"10000.00";"Very High"
"Pragmatic Play";"Lucky Monkey";"2989166";"96.5000";"vs5luckymly";"vs5luckymly";"HasDemo ";"100539";"";"";"1";"Все";"0.05";"250.00";"5000.00";"Medium"
"Pragmatic Play";"Big Bass Splash 1000";"3014991";"96.5200";"vs10bbsplashx";"vs10bbsplashx";"HasDemo ";"100539";"";"";"1";"Все";"0.10";"200.00";"25000.00";"Very High"
"Pragmatic Play";"Lucky Panda";"3017211";"96.5000";"vs5lckpnd";"vs5lckpnd";"HasDemo ";"100539";"";"";"1";"Все";"0.05";"240.00";"2000.00";"Medium"
"Pragmatic Play";"Hammerstorm";"3017855";"96.5000";"vs40hmrstrm";"vs40hmrstrm";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.20";"240.00";"10000.00";"Very High"
"Pragmatic Play";"Fortune of Olympus";"3018463";"96.5500";"vs20olympgcl";"vs20olympgcl";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.20";"240.00";"10000.00";"Very High"
"Pragmatic Play";"Anaconda Gold";"3018939";"96.5400";"vswaysacnd";"vswaysacnd";"HasDemo ";"100539";"";"";"1";"Все";"0.20";"240.00";"10000.00";"Very High"
"Pragmatic Play";"DJ Neko";"3018971";"96.5000";"vs10djneko";"vs10djneko";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.10";"240.00";"5000.00";"Medium"
"Pragmatic Play";"Sugar Rush Super Scatter";"3023103";"96.5800";"vs20sugrushss";"vs20sugrushss";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.20";"100.00";"50000.00";"Very High"
"Pragmatic Play";"Joker’s Jewels Hold & Spin";"3023747";"96.5000";"vs5jokjewhs";"vs5jokjewhs";"HasDemo ";"100539";"";"";"1";"Все";"0.05";"240.00";"10000.00";"Very High"
"Pragmatic Play";"Wheel of Happiness";"3024043";"96.4700";"vswayswildeq";"vswayswildeq";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.20";"240.00";"4000.00";"High"
"Pragmatic Play";"Hot Tuna";"3024495";"96.5300";"vs10hottuna";"vs10hottuna";"HasDemo ";"100539";"";"";"1";"Все";"0.05";"240.00";"2500.00";"High"
"Pragmatic Play";"Lucky Fortune Tree";"3024503";"96.5000";"vs5luckycol";"vs5luckycol";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.10";"240.00";"8000.00";"Medium"
"Pragmatic Play";"Floating Dragon Wild Horses";"3025695";"96.5000";"vs10fdwhorses";"vs10fdwhorses";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.10";"250.00";"5000.00";"Very High"
"Pragmatic Play";"Dragon Tiger Fortunes";"3026003";"96.5400";"vswayshuffpbh";"vswayshuffpbh";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.20";"240.00";"8200.00";"Very High"
"Pragmatic Play";"Sweet Burst";"3026507";"96.5200";"vs10luckybnz";"vs10luckybnz";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.10";"240.00";"5000.00";"High"
"Pragmatic Play";"Super Tiki Strike";"3026531";"96.5000";"vs5tikistrike";"vs5tikistrike";"HasDemo ";"100539";"";"";"1";"Все";"0.01";"100.00";"50000.00";"Very High"
"Pragmatic Play";"Cyberheist City";"3026895";"96.5000";"vswayscyhecity";"vswayscyhecity";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.25";"250.00";"5000.00";"Very High"
"Pragmatic Play";"Mines+";"3026899";"96.5000";"ar1minehnt";"ar1minehnt";"HasDemo ";"100539";"";"";"1";"Нет";"0.01";"250.00";"999999.99";"Low"
"Pragmatic Play";"Zeus vs Hades – Gods of War 250";"3027399";"96.5600";"vs15zeushadseq";"vs15zeushadseq";"HasDemo ";"100539";"0";"Slots";"1";"Все";"0.10";"200.00";"25000.00";"Very High"
"Pragmatic Play";"Release the Kraken Megaways";"2956517";"96.4000";"vswayskrakenmw";"vswayskrakenmw";"HasDemo ";"100538";"0";"Slots";"1";"Все";"0.20";"240.00";"10000.00";"Very High"
"Pragmatic Play";"Vampy Party";"2956897";"96.0000";"vswayswbounty";"vswayswbounty";"HasDemo ";"100538";"0";"Slots";"1";"Все";"0.20";"240.00";"5000.00";"Very High"
"Pragmatic Play";"Big Bass Halloween 2";"2962581";"96.7100";"vs10bhallbnza2";"vs10bhallbnza2";"HasDemo ";"100538";"0";"Slots";"1";"Все";"0.10";"250.00";"5000.00";"Very High"
"Pragmatic Play";"7 Clovers of Fortune";"2962585";"96.4700";"vswayssevenc";"vswayssevenc";"HasDemo ";"100538";"0, 0";"Slots,Jackpots";"1";"Все";"0.25";"250.00";"4454.00";"High"
"Pragmatic Play";"Fangtastic Freespins";"2963993";"96.5100";"vs10fangfree";"vs10fangfree";"HasDemo ";"100538";"0";"Slots";"1";"Все";"0.10";"250.00";"2100.00";"High"
"Pragmatic Play";"Candy Corner";"2964109";"96.5000";"vs20fourmc";"vs20fourmc";"HasDemo ";"100538";"0";"Slots";"1";"Все";"0.20";"240.00";"10000.00";"High"
"Pragmatic Play";"Eternal Empress - Freeze Time";"2964465";"96.5000";"vswaysfreezet";"vswaysfreezet";"HasDemo ";"100538";"0";"Slots";"1";"Все";"0.20";"240.00";"4888.00";"High"
"Pragmatic Play";"Moleionaire";"2964645";"96.0800";"vs20clreacts";"vs20clreacts";"HasDemo ";"100538";"0";"Slots";"1";"Все";"0.20";"240.00";"5000.00";"Very High"
"Pragmatic Play";"Wolf Gold Ultimate";"2964649";"96.5700";"vs25ultwolgol";"vs25ultwolgol";"HasDemo ";"100538";"0, 0";"Slots,Jackpots";"1";"Все";"0.25";"250.00";"5000.00";"Medium"
"Pragmatic Play";"Himalayan Wild";"2965587";"96.5100";"vs5himalaw";"vs5himalaw";"HasDemo ";"100538";"0, 0";"Slots,Jackpots";"1";"Все";"0.25";"250.00";"10000.00";"Very High"
"Pragmatic Play";"Penguins Christmas Party Time";"2966978";"96.5400";"vs25xmasparty";"vs25xmasparty";"HasDemo ";"100538";"0";"Slots";"1";"Все";"0.05";"250.00";"2000.00";"Very High"
"Pragmatic Play";"Santa’s Xmas Rush";"2967122";"96.5100";"vs20rainbowrsh";"vs20rainbowrsh";"HasDemo ";"100538";"0";"Slots";"1";"Все";"0.20";"240.00";"10000.00";"Very High"
"Pragmatic Play";"Mystery Mice";"2923773";"96.4900";"vs20powerwild";"vs20powerwild";"HasDemo ";"100535";"0";"Slots";"1";"Все";"0.20";"240.00";"5000.00";"High"
"Pragmatic Play";"Mustang Gold Megaways™";"2920825";"96.4600";"vswaysgoldcol";"vswaysgoldcol";"HasDemo ";"100534";"0, 0";"Slots,Jackpots";"1";"Все";"0.20";"240.00";"5000.00";"Very High"
"Pragmatic Play";"Big Bass Vegas Double Down Deluxe";"2925741";"96.4600";"vs10bbdoubled";"vs10bbdoubled";"HasDemo ";"100534";"0";"Slots";"1";"Все";"0.10";"250.00";"5000.00";"Very High"
"Pragmatic Play";"Congo Cash XL";"2932401";"96.4600";"vswayscongcash";"vswayscongcash";"HasDemo ";"100534";"0, 0";"Slots,Jackpots";"1";"Все";"0.25";"250.00";"4400.00";"High"
"Pragmatic Play";"Oodles of Noodles";"2937545";"96.5800";"vs10noodles";"vs10noodles";"HasDemo ";"100534";"0";"Slots";"1";"Все";"0.10";"250.00";"5100.00";"Very High"
"Pragmatic Play";"Badge Blitz";"2938133";"96.5000";"vs25badge";"vs25badge";"HasDemo ";"100534";"0, 0";"Slots,Jackpots";"1";"Все";"0.25";"250.00";"3000.00";"High"
"Pragmatic Play";"Wisdom of Athena 1000";"2938141";"96.0000";"vs20procountx";"vs20procountx";"HasDemo ";"100534";"0";"Slots";"1";"Все";"0.20";"100.00";"10000.00";"High"
"Pragmatic Play";"The Dog House – Muttley Crew";"2946557";"96.5000";"vs20dhcluster2";"vs20dhcluster2";"HasDemo ";"100534";"0";"Slots";"1";"Все";"0.20";"240.00";"7500.00";"Very High"
"Pragmatic Play";"Fortune Hit’n Roll";"2949301";"96.5700";"vs40wildrun";"vs40wildrun";"HasDemo ";"100534";"0";"Slots";"1";"Все";"0.40";"240.00";"5000.00";"Very High"
"Pragmatic Play";"Chests of Cai Shen";"2949305";"96.4700";"vs25checaishen";"vs25checaishen";"HasDemo ";"100534";"0, 0";"Slots,Jackpots";"1";"Все";"0.25";"250.00";"10000.00";"Very High"
"Pragmatic Play";"Forging Wilds";"2918349";"96.5200";"vs20forgewilds";"vs20forgewilds";"HasDemo ";"100533";"0";"Slots";"1";"Все";"0.20";"240.00";"10000.00";"Very High"
"Pragmatic Play";"Gem Elevator";"2919509";"96.5300";"vs20elevclust";"vs20elevclust";"HasDemo ";"100533";"0";"Slots";"1";"Все";"0.20";"240.00";"10000.00";"High"
"Pragmatic Play";"Running Sushi";"2903932";"96.0000";"vswayscashconv";"vswayscashconv";"HasDemo ";"100531";"0";"Slots";"1";"Все";"0.20";"240.00";"3000.00";"Medium"
"Pragmatic Play";"Money Stacks";"2897832";"96.5500";"vs20bblitz";"vs20bblitz";"HasDemo ";"100529";"0, 0";"Slots,Jackpots";"1";"Все";"0.20";"240.00";"5000.00";"Very High"
"Pragmatic Play";"Bow of Artemis";"2896168";"96.0500";"vs20gembondx";"vs20gembondx";"HasDemo ";"100528";"0";"Slots";"1";"Все";"0.20";"240.00";"10000.00";"Very High"
"Pragmatic Play";"Dragon Gold 88";"2901924";"96.7100";"vs10dgold88";"vs10dgold88";"HasDemo ";"100528";"0";"Slots";"1";"Все";"0.10";"250.00";"5000.00";"Very High"
"Pragmatic Play";"Aztec Treasure Hunt";"2904524";"96.0300";"vs20trswild3";"vs20trswild3";"HasDemo ";"100528";"0";"Slots";"1";"Все";"0.20";"2000.00";"5000.00";"Very High"
"Pragmatic Play";"Yeti Quest";"2907184";"96.0600";"vs20mesmult";"vs20mesmult";"HasDemo ";"100528";"0";"Slots";"1";"Все";"0.20";"240.00";"5000.00";"Very High"
"Pragmatic Play";"Hot to Burn – 7 Deadly Free Spins";"2910360";"96.5400";"vs10hottb7fs";"vs10hottb7fs";"HasDemo ";"100528";"0, 0, 0";"Slots,Progression Feature,Bonus Risk";"1";"Все";"0.05";"250.00";"4000.00";"Very High"
"Pragmatic Play";"Sumo Supreme Megaways™";"2910388";"96.5500";"vswaysmegwghts";"vswaysmegwghts";"HasDemo ";"100528";"0";"Slots";"1";"Все";"0.20";"240.00";"12500.00";"Very High"
"Pragmatic Play";"Angel vs Sinner";"2915796";"96.5600";"vs15fghtmultlv";"vs15fghtmultlv";"HasDemo ";"100528";"0";"Slots";"1";"Все";"0.10";"250.00";"15000.00";"Very High"
"Pragmatic Play";"Joker’s Jewels Hot";"2927361";"96.5000";"vs10jokerhot";"vs10jokerhot";"HasDemo ";"100528";"0, 0";"Slots,Jackpots";"1";"Все";"0.10";"50.00";"27000.00";"Medium"
"Pragmatic Play";"Jackpot Hunter";"2893288";"96.0000";"vs20jhunter";"vs20jhunter";"HasDemo ";"100527";"0, 0";"Slots,Jackpots";"1";"Нет";"0.20";"240.00";"5000.00";"Very High"
"Pragmatic Play";"Dynamite Diggin Doug";"2890416";"96.5100";"vs10dyndigd";"vs10dyndigd";"HasDemo ";"100526";"0";"Slots";"1";"Все";"0.10";"250.00";"3000.00";"Very High"
"Pragmatic Play";"Samurai Code";"2880580";"96.0800";"vs12scode";"vs12scode";"HasDemo ";"100524";"0";"Slots";"1";"Все";"0.12";"240.00";"4000.00";"Very High"
"Pragmatic Play";"Sweet Kingdom";"2875940";"96.5200";"vs20clustcol";"vs20clustcol";"HasDemo ";"100523";"0";"Slots";"1";"Все";"0.20";"240.00";"10000.00";"Very High"
"Pragmatic Play";"Hand of Midas 2";"2873136";"96.0700";"vs20midas2";"vs20midas2";"HasDemo ";"100522";"0";"Slots";"1";"Все";"0.20";"240.00";"8000.00";"Very High"
"Pragmatic Play";"Hot To Burn Multiplier";"2871016";"96.5100";"vs5hotbmult";"vs5hotbmult";"HasDemo ";"100521";"0";"Slots";"1";"Все";"0.10";"250.00";"3000.00";"Very High"
"Pragmatic Play";"Buffalo King Untamed Megaways";"2866976";"96.0200";"vswaysbkingasc";"vswaysbkingasc";"HasDemo ";"100520";"0";"Slots";"1";"Все";"0.20";"240.00";"10000.00";"Very High"
"Pragmatic Play";"Big Bass Mission Fishin'";"2865040";"96.5000";"vs10bbfmission";"vs10bbfmission";"HasDemo ";"100519";"0, 0";"Slots,Fish/Shooting";"1";"Все";"0.10";"250.00";"5000.00";"Very High"
"Pragmatic Play";"Medusa's Stone";"2862152";"96.4600";"vs20medusast";"vs20medusast";"HasDemo ";"100518";"0";"Slots";"1";"Все";"0.20";"240.00";"7000.00";"High"
"Pragmatic Play";"Devilicious";"2860064";"96.4600";"vs20devilic";"vs20devilic";"HasDemo ";"100517";"0, 0";"Slots,Jackpots";"1";"Все";"0.20";"240.00";"10000.00";"High"
"Pragmatic Play";"Wildies";"2857604";"96.0100";"vs25wildies";"vs25wildies";"HasDemo ";"100514";"0";"Slots";"1";"Все";"0.25";"250.00";"7500.00";"Very High"
"Pragmatic Play";"Revenge of Loki Megaways";"2852956";"96.5100";"vswaysloki";"vswaysloki";"HasDemo ";"100513";"0";"Slots";"1";"Все";"0.20";"240.00";"10000.00";"Very High"
"Pragmatic Play";"Big Bass Bonanza - Reel Action";"2851068";"96.5000";"vs10bbbrlact";"vs10bbbrlact";"HasDemo ";"100512";"0";"Slots";"1";"Все";"0.10";"250.00";"2100.00";"Medium"
"Pragmatic Play";"Crank It Up";"2877500";"95.9500";"vs20crankit";"vs20crankit";"HasDemo ";"100512";"0";"Slots";"1";"Все";"0.20";"240.00";"10000.00";"Very High"
"Pragmatic Play";"6 Jokers";"2883076";"96.5500";"vs5magicdoor";"vs5magicdoor";"HasDemo ";"100512";"0";"Slots";"1";"Все";"0.05";"250.00";"5000.00";"High"
"Pragmatic Play";"Starlight Princess Pachi";"2845728";"96.0400";"vswaysjapan";"vswaysjapan";"HasDemo ";"100511";"0, 0";"Slots,New";"1";"Все";"0.10";"250.00";"5000.00";"Very High"
"Pragmatic Play";"Heart of Cleopatra";"2834844";"96.4800";"vs20heartcleo";"vs20heartcleo";"HasDemo ";"100509";"0";"Slots";"1";"Все";"0.20";"240.00";"10000.00";"Very High"
"Pragmatic Play";"Joker’s Jewels Wild";"2836860";"96.5800";"vs5jjwild";"vs5jjwild";"HasDemo ";"100509";"0";"Slots";"1";"Все";"0.05";"250.00";"1420.00";"Low"
"Pragmatic Play";"Heroic Spins";"2838352";"96.0000";"vs20shootstars";"vs20shootstars";"HasDemo ";"100509";"0";"Slots";"1";"Все";"0.20";"240.00";"10000.00";"Very High"
"Pragmatic Play";"Sweet Bonanza 1000";"2848904";"96.5300";"vs20fruitswx";"vs20fruitswx";"HasDemo ";"100509";"0";"Slots";"1";"Все";"0.20";"240.00";"25000.00";"Very High"
"Pragmatic Play";"Fruity Treats";"2832940";"96.0500";"vs20fortbon";"vs20fortbon";"HasDemo ";"100508";"0";"Slots";"1";"Все";"0.20";"240.00";"5000.00";"Very High"
"Pragmatic Play";"Candy Blitz Bombs";"2831932";"96.4900";"vs20candybltz2";"vs20candybltz2";"HasDemo ";"100507";"0";"Slots";"1";"Все";"0.20";"240.00";"5000.00";"Medium"
"Pragmatic Play";"Dwarf & Dragon";"2832084";"96.5900";"vswaysspltsym";"vswaysspltsym";"HasDemo ";"100507";"0";"Slots";"1";"Все";"0.20";"240.00";"14000.00";"Very High"
"Pragmatic Play";"Rise of Pyramids";"2833855";"95.9700";"vswayshexhaus";"vswayshexhaus";"HasDemo ";"100507";"0";"Slots";"1";"Все";"1.00";"250.00";"5000.00";"Medium"
"Pragmatic Play";"Barnyard Megahays Megaways™";"2824380";"96.5000";"vswaysmegahays";"vswaysmegahays";"HasDemo ";"100505";"0";"Slots";"1";"Все";"0.20";"240.00";"10000.00";"High"
"Pragmatic Play";"Ice Lobster";"2819664";"96.5300";"vs20stickypos";"vs20stickypos";"HasDemo ";"100504";"0";"Slots";"1";"Все";"0.20";"240.00";"5000.00";"Very High"
"Pragmatic Play";"Aztec Powernudge";"2815264";"96.4600";"vs20sbpnudge";"vs20sbpnudge";"HasDemo ";"100503";"0";"Slots";"1";"Все";"0.20";"240.00";"5000.00";"High"
"Pragmatic Play";"Release the Bison";"2818596";"96.5400";"vs20bison";"vs20bison";"HasDemo ";"100503";"0";"Slots";"1";"Все";"0.20";"240.00";"3000.00";"Very High"
"Pragmatic Play";"Big Burger Load it up with Xtra Cheese";"2808478";"96.0400";"vs10bburger";"vs10bburger";"HasDemo ";"100502";"0";"Slots";"1";"Все";"0.10";"250.00";"3000.00";"Very High"
"Pragmatic Play";"Big Bass Secrets of the Golden Lake";"2808770";"96.0700";"vs10bblotgl";"vs10bblotgl";"HasDemo ";"100502";"0";"Slots";"1";"Все";"0.10";"250.00";"5000.00";"Very High"
"Pragmatic Play";"Fire Portals";"2805642";"96.0600";"vs20portals";"vs20portals";"HasDemo ";"100501";"0";"Slots";"1";"Все";"0.20";"240.00";"10000.00";"Very High"
"Pragmatic Play";"Sugar Rush 1000";"2803514";"96.5300";"vs20sugarrushx";"vs20sugarrushx";"HasDemo ";"100500";"0";"Slots";"1";"Все";"0.20";"240.00";"25000.00";"Very High"
"Pragmatic Play";"Pot of Fortune";"2801290";"96.0000";"vs20stckwldsc";"vs20stckwldsc";"HasDemo ";"100499";"0";"Slots";"1";"Все";"0.20";"240.00";"5000.00";"Very High"
"Pragmatic Play";"The Dog House – Dog or Alive";"2801486";"96.5200";"vs20doghouse2";"vs20doghouse2";"HasDemo ";"100499";"0";"Slots";"1";"Все";"0.20";"240.00";"10000.00";"Very High"
"Pragmatic Play";"Beware The Deep Megaways";"2799342";"96.5400";"vswaysbewaretd";"vswaysbewaretd";"HasDemo ";"100498";"0";"Slots";"1";"Все";"0.20";"240.00";"10000.00";"Very High"
"Pragmatic Play";"Big Bass Day at the Races";"2796994";"96.0700";"vs10bbbnz";"vs10bbbnz";"HasDemo ";"100497";"0";"Slots";"1";"Все";"0.10";"250.00";"10000.00";"High"
"Pragmatic Play";"Ripe Rewards";"2795138";"96.0200";"vs40stckwldlvl";"vs40stckwldlvl";"HasDemo ";"100496";"0";"Slots";"1";"Все";"0.20";"240.00";"10000.00";"Very High"
"Pragmatic Play";"Lobster Bob’s Sea Food and Win It";"2826972";"96.0400";"vs20lobseafd";"vs20lobseafd";"HasDemo ";"100496";"0, 0";"Slots,Jackpots";"1";"Все";"0.20";"240.00";"3000.00";"Very High"
"Pragmatic Play";"Odds On Winner";"2829564";"96.5100";"vs10frontrun";"vs10frontrun";"HasDemo ";"100496";"0";"Slots";"1";"Все";"0.10";"250.00";"3000.00";"Very High"
"Pragmatic Play";"Red Hot Luck";"2775594";"96.0800";"vs20powerpays";"vs20powerpays";"HasDemo ";"100495";"0, 0";"Slots,Free Bonus";"1";"Все";"0.20";"240.00";"5000.00";"High"
"Pragmatic Play";"The Big Dawgs";"2761486";"95.9700";"vs20bigdawgs";"vs20bigdawgs";"HasDemo ";"100494";"0, 0";"Slots,Free Bonus";"1";"Все";"0.20";"240.00";"5000.00";"Very High"
"Pragmatic Play";"Blazing Wilds Megaways";"2767406";"96.0600";"vswaysfirewmw";"vswaysfirewmw";"HasDemo ";"100494";"0, 0";"Slots,Free Bonus";"1";"Все";"0.20";"240.00";"10000.00";"Very High"
