Провайдер;Название;ID;RTP по умолчанию;Url;MobileUrl;Тип игры;Сортировка;Сортировка по категориям;Категории;Статус;Фрираунды;Минимальная ставка;Максимальная ставка;Максимальный множитель;Волатильность провайдера
"Novomatic (NovomaticGames)";"Fortune God";"2705537";"92.1300";"101000__wp";"101000__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.09";"72.00";"6944.44";"High"
"Novomatic (NovomaticGames)";"Book Hotfire";"2705540";"92.1300";"101001__wp";"101001__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.20";"75.00";"6666.67";"High"
"Novomatic (NovomaticGames)";"50 Jokers Hotfire";"2705543";"95.0000";"101002__wp";"101002__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.50";"2300.00";"217.39";"Low"
"Novomatic (NovomaticGames)";"Wings Of Fire";"2741750";"92.2900";"102045__wp";"102045__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.20";"238.00";"2000.00";"Med High"
"Novomatic (NovomaticGames)";"Hot Chance";"2744499";"92.1200";"102044__wp";"102044__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.50";"1560.00";"0.00";"Med High"
"Novomatic (NovomaticGames)";"50 Jokers Christmas";"2748805";"95.0000";"101014__wp";"101014__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.50";"2300.00";"0.00";"Low"
"Novomatic (NovomaticGames)";"Million Dollar Heist";"2759874";"94.0000";"101012__wp";"101012__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.20";"450.00";"1111.11";"Med High"
"Novomatic (NovomaticGames)";"5 Sevens";"2771862";"95.6600";"101011__wp";"101011__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.50";"500.00";"1000.00";"Medium"
"Novomatic (NovomaticGames)";"Macarena";"2780006";"95.0200";"101010__wp";"101010__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.01";"784.00";"637.50";"Medium"
"Novomatic (NovomaticGames)";"20 Mega Hotfire";"2784350";"95.0500";"101015__wp";"101015__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.01";"250.00";"2000.00";"Medium"
"Novomatic (NovomaticGames)";"Roaring Forties";"2788290";"92.1200";"102046__wp";"102046__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.40";"500.00";"1000.00";"Medium"
"Novomatic (NovomaticGames)";"5 Super Clover";"2801454";"95.1800";"101013__wp";"101013__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.20";"381.00";"1312.00";"Low Medium"
"Novomatic (NovomaticGames)";"Book Of Ra Magic";"2811618";"92.1300";"102047__wp";"102047__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.20";"60.00";"6422.00";"High"
"Novomatic (NovomaticGames)";"Queen Of Hearts Deluxe";"2815637";"90.3700";"102048__wp";"102048__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.20";"234.20";"2134.60";"Medium"
"Novomatic (NovomaticGames)";"Million Dollar Heist Xtreme";"2819824";"94.0000";"101017__wp";"101017__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.20";"114.90";"4351.61";"Med High"
"Novomatic (NovomaticGames)";"Ultra Hotfire";"2824572";"94.0000";"101018__wp";"101018__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.20";"2500.00";"200.00";"Low Medium"
"Novomatic (NovomaticGames)";"Sizzling Hot";"2829552";"92.2800";"102049__wp";"102049__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.20";"500.00";"1000.00";"Medium"
"Novomatic (NovomaticGames)";"The Money Game";"2843676";"92.1900";"102050__wp";"102050__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.18";"130.32";"3834.66";"High"
"Novomatic (NovomaticGames)";"Book Hotfire Buy Bonus";"2843680";"96.0600";"101016__wp";"101016__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.20";"75.00";"6422.00";"High"
"Novomatic (NovomaticGames)";"40 Mega Hotfire";"2862688";"95.0500";"101019__wp";"101019__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.40";"250.00";"2000.00";"Low Medium"
"Novomatic (NovomaticGames)";"Book Hotfire Multichance Buy Bonus";"2862864";"92.0600";"101020__wp";"101020__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.20";"60.00";"7506.50";"High"
"Novomatic (NovomaticGames)";"The Magic Flute";"2883072";"92.0200";"102052__wp";"102052__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.18";"190.35";"2626.12";"Med High"
"Novomatic (NovomaticGames)";"Ultra Hot Deluxe";"2893492";"92.0100";"102053__wp";"102053__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.20";"3333.00";"150.00";"Low Medium"
"Novomatic (NovomaticGames)";"Book of Ra Deluxe Buy Bonus";"2915196";"92.1300";"102054__wp";"102054__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.20";"60.00";"6422.00";"High"
"Novomatic (NovomaticGames)";"Aztec Eclipse Hold & Win";"2945753";"92.0000";"101022__wp";"101022__mp";"HasDemo ";"100000";"0, 0";"Slots,Jackpots";"1";"Все";"0.25";"371.00";"150.00";"Medium"
"Novomatic (NovomaticGames)";"Rise of Tut Magic Buy Bonus";"2948793";"94.0000";"102051__wp";"102051__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.20";"386.90";"1292.00";"High"
"Novomatic (NovomaticGames)";"Book of Flames Hold & Win";"2963893";"94.0000";"101023__wp";"101023__mp";"HasDemo ";"100000";"0, 0";"Slots,Jackpots";"1";"Все";"0.20";"371.00";"1346.00";"Med High"
"Novomatic (NovomaticGames)";"Gold Fever Buy Bonus";"2965187";"94.0000";"101025__wp";"101025__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.20";"450.00";"1079.50";"High"
"Novomatic (NovomaticGames)";"Jackass Gold Hold & Win";"2966702";"92.0000";"101021__wp";"101021__mp";"HasDemo ";"100000";"0, 0";"Slots,Jackpots";"1";"Все";"0.25";"371.00";"1346.00";"Medium"
"Novomatic (NovomaticGames)";"5 Sevens Hold & Win Christmas";"2967342";"90.5000";"101026__wp";"101026__mp";"HasDemo ";"100000";"0, 0";"Slots,Jackpots";"1";"Все";"0.20";"250.00";"1796.00";"Med High"
"Novomatic (NovomaticGames)";"Christmas Boom";"2969089";"93.0500";"101029__wp";"101029__mp";"HasDemo ";"100000";"0, 0";"Slots,Jackpots";"1";"Все";"0.20";"125.00";"4000.00";"High"
"Novomatic (NovomaticGames)";"Million Dollar Heist Xtreme Buy Bonus";"2969677";"94.1000";"101024__wp";"101024__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.20";"114.00";"4351.61";"Med High"
"Novomatic (NovomaticGames)";"Faust Buy Bonus";"2973536";"92.1300";"102056__wp";"102056__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.20";"60.00";"6422.00";"High"
"Novomatic (NovomaticGames)";"10 Devils Hotfire";"2974195";"92.0000";"101028__wp";"101028__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.20";"833.00";"600.00";"Low"
"Novomatic (NovomaticGames)";"Jackass Gold Hold & Win Buy Bonus";"2976794";"92.0000";"101027__wp";"101027__mp";"HasDemo ";"100000";"0, 0";"Slots,Jackpots";"1";"Все";"0.25";"371.00";"1346.00";"Medium"
"Novomatic (NovomaticGames)";"Coins of Fate";"2977394";"92.4900";"101031__wp";"101031__mp";"HasDemo ";"100000";"0";"Slots";"1";"Нет";"0.20";"300.00";"1500.00";"Med Low"
"Novomatic (NovomaticGames)";"Golden Ark Buy Bonus";"2978670";"92.1300";"102057__wp";"102057__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.20";"60.00";"6422.00";"High"
"Novomatic (NovomaticGames)";"Three Hotfire";"2978698";"92.0000";"101030__wp";"101030__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.20";"5000.00";"100.00";"Medium"
"Novomatic (NovomaticGames)";"Lord of the Ocean Buy Bonus";"2979282";"92.1300";"102055__wp";"102055__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.20";"60.00";"6422.00";"High"
"Novomatic (NovomaticGames)";"Lucky Lady's Charm Deluxe Buy Bonus";"2982462";"92.1900";"102058__wp";"102058__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.20";"110.00";"4184.20";"High"
"Novomatic (NovomaticGames)";"Bounty of the Seas: Hold & Win";"2983958";"92.4800";"101032__wp";"101032__mp";"HasDemo ";"100000";"0";"New";"1";"Нет";"0.20";"300.00";"1265.50";"Medium High"
"Novomatic (NovomaticGames)";"10 Super Clover";"2985138";"92.0000";"101033__wp";"101033__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.20";"470.00";"1060.00";"Med Low"
"Novomatic (NovomaticGames)";"Dolphin's Pearl Deluxe Buy Bonus";"2986266";"92.1900";"102059__wp";"102059__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.20";"110.00";"4184.00";"High"
"Novomatic (NovomaticGames)";"Thunder Vault: Hold & Win";"2988002";"92.4900";"101042__wp";"101042__mp";"HasDemo ";"100000";"";"";"1";"Нет";"0.20";"50.00";"6648.00";"High"
"Novomatic (NovomaticGames)";"Charming Lady's Boom";"2988006";"91.7900";"102062__wp";"102062__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.20";"120.00";"4020.00";"High"
"Novomatic (NovomaticGames)";"Book of Flames";"2988514";"92.1300";"101038__wp";"101038__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.20";"70.00";"6422.00";"High"
"Novomatic (NovomaticGames)";"Piggy Prizes Wand of Riches";"2989934";"90.1100";"102061__wp";"102061__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.40";"240.00";"2021.00";"Medium"
"Novomatic (NovomaticGames)";"Vault Lock: Crack it Big!";"2990574";"92.5100";"101044__wp";"101044__mp";"HasDemo ";"100000";"0";"Slots";"1";"Нет";"0.20";"20.00";"15027.00";"Very High"
"Novomatic (NovomaticGames)";"Double Devil's Hotfire";"2991462";"92.0000";"101037__wp";"101037__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.20";"2500.00";"200.00";"Low"
"Novomatic (NovomaticGames)";"Cash Connection Dolphin's Pearl";"2992702";"93.0500";"102060__wp";"102060__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.10";"60.00";"7801.00";"High"
"Novomatic (NovomaticGames)";"8 Bullets Hold & Win";"2994930";"92.5200";"101046__wp";"101046__mp";"HasDemo ";"100000";"";"";"1";"Нет";"0.20";"40.00";"9206.00";"High"
"Novomatic (NovomaticGames)";"40 Super Clover";"2995186";"92.0000";"101043__wp";"101043__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.40";"840.00";"595.00";"Low"
"Novomatic (NovomaticGames)";"Diamond Link: Mighty Sevens";"2996406";"94.0500";"102068__wp";"102068__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.25";"260.00";"1880.00";"Medium"
"Novomatic (NovomaticGames)";"Black Forest Treasures: Lock & Spin";"2997942";"92.4800";"101047__wp";"101047__mp";"HasDemo ";"100000";"";"";"1";"Нет";"0.20";"100.00";"4085.00";"High"
"Novomatic (NovomaticGames)";"Book of Flames Buy Bonus";"2999962";"91.9400";"101045__wp";"101045__mp";"HasDemo ";"100000";"";"";"1";"Нет";"0.20";"70.00";"6422.00";"High"
"Novomatic (NovomaticGames)";"Piggy Prizes Wish of Riches";"3000026";"90.1100";"102069__wp";"102069__mp";"HasDemo ";"100000";"";"";"1";"Нет";"0.40";"240.00";"2021.00";"Medium"
"Novomatic (NovomaticGames)";"Book of Ra Symbol Select Buy Bonus";"3000062";"94.0000";"102073__wp";"102073__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.20";"90.00";"5377.00";"High"
"Novomatic (NovomaticGames)";"Cash Connection Sizzling Hot";"3000938";"93.0500";"102070__wp";"102070__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.20";"30.00";"15280.00";"High"
"Novomatic (NovomaticGames)";"3 Mystic Urns Hold & Win";"3002106";"92.4800";"101052__wp";"101052__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.20";"40.00";"9973.00";"High"
"Novomatic (NovomaticGames)";"Piggy Prizes Wand of Riches Buy Bonus";"3002262";"94.5500";"102071__wp";"102071__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.40";"360.00";"1365.00";"Medium"
"Novomatic (NovomaticGames)";"Bonsai Gold Hold & Win";"3005899";"92.5800";"101054__wp";"101054__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.20";"100.00";"5000.00";"Very High"
"Novomatic (NovomaticGames)";"Pirate Queen Hold & Win";"3008051";"92.0000";"101053__wp";"101053__mp";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.25";"370.00";"1344.00";"Medium"
"Novomatic (NovomaticGames)";"Rise of Tut Magic";"3008055";"94.0000";"102076__wp";"102076__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.20";"380.00";"1295.00";"High"
"Novomatic (NovomaticGames)";"Piggy Prizes Wish of Riches Buy Bonus";"3008503";"94.5500";"102072__wp";"102072__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.40";"360.00";"1365.00";"Medium"
"Novomatic (NovomaticGames)";"Lord of the Ocean Symbol Select Buy Bonus";"3008791";"92.0000";"102075__wp";"102075__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.20";"60.00";"6422.00";"High"
"Novomatic (NovomaticGames)";"Grand Bazaar Hold & Win";"3010931";"92.4900";"101058__wp";"101058__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.20";"40.00";"8027.50";"High/Very High"
"Novomatic (NovomaticGames)";"Devils Hotfire Xpand";"3011695";"92.0000";"101055__wp";"101055__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.20";"120.00";"4020.00";"High"
"Novomatic (NovomaticGames)";"Phoenix Hotfire Hold & Win";"3012995";"92.0000";"101056__wp";"101056__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.20";"80.00";"6030.00";"High"
"Novomatic (NovomaticGames)";"Colossus Fortune";"3015075";"92.0000";"101059__wp";"101059__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.20";"100.00";"5013.00";"Very High"
"Novomatic (NovomaticGames)";"3 Merry Pines Hold & Win";"3016067";"92.4400";"101060__wp";"101060__mp";"HasDemo ";"100000";"0";"New";"1";"Все";"0.25";"50.00";"5171.00";"Med-High"
"Novomatic (NovomaticGames)";"Jackass Gold Hold & Win Christmas";"3017007";"92.0000";"101057__wp";"101057__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.25";"370.00";"1344.00";"Medium"
"Novomatic (NovomaticGames)";"Book of Flames Multichance Buy Bonus";"3019115";"92.0600";"101062__wp";"101062__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.20";"70.00";"6263.00";"High"
"Novomatic (NovomaticGames)";"Cash Connection Golden Book of Ra";"3024279";"93.0500";"102074__wp";"102074__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.20";"100.00";"9599.00";"High"
"Novomatic (NovomaticGames)";"Rock & Riches: Hold & Win";"3025523";"92.5400";"101068__wp";"101068__mp";"HasDemo ";"100000";"";"";"1";"Все";"0.20";"100.00";"5000.00";"Very High"
"Novomatic (NovomaticGames)";"Bounty of the Seas 2: Hold & Win";"3016443";"92.5100";"101061__wp";"101061__mp";"HasDemo ";"1001";"";"";"1";"Все";"0.20";"100.00";"5000.00";"High"
"Novomatic (NovomaticGames)";"Magma Strike: Blazing Jackpots";"3025191";"92.5000";"101063__wp";"101063__mp";"HasDemo ";"1001";"";"";"1";"Все";"0.20";"100.00";"5000.00";"High"
"Novomatic (NovomaticGames)";"Scarab Fortunes";"2705897";"94.0000";"101003__wp";"101003__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.10";"450.00";"1111.11";"Med High"
"Novomatic (NovomaticGames)";"5 Sevens Dice";"2705900";"95.6600";"101004__wp";"101004__mp";"HasDemo ";"0";"0, 0";"Slots,Dice";"1";"Все";"0.50";"500.00";"1000.00";"Medium"
"Novomatic (NovomaticGames)";"Book of Luck";"2705903";"92.1300";"101005__wp";"101005__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.20";"75.00";"6666.67";"High"
"Novomatic (NovomaticGames)";"Gold Fever";"2705906";"94.0000";"101006__wp";"101006__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.10";"450.00";"1111.11";"High"
"Novomatic (NovomaticGames)";"5 Sevens Hold & Win";"2705909";"96.1100";"101007__wp";"101007__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.50";"250.00";"2000.00";"Med High"
"Novomatic (NovomaticGames)";"Book Hotfire Multichance";"2705912";"95.0400";"101008__wp";"101008__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.20";"60.00";"8333.33";"High"
"Novomatic (NovomaticGames)";"Mystic Bull";"2705915";"95.0200";"101009__wp";"101009__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.20";"780.00";"641.03";"Medium"
"Novomatic (NovomaticGames)";"Lucky Lady's Charm deluxe";"2705918";"92.1900";"102000__wp";"102000__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.10";"110.00";"4545.45";"High"
"Novomatic (NovomaticGames)";"Gryphon's Gold";"2705921";"92.1900";"102001__wp";"102001__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.09";"117.00";"4273.50";"High"
"Novomatic (NovomaticGames)";"Bananas Go Bahamas";"2705924";"92.2000";"102002__wp";"102002__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.09";"171.00";"2923.98";"Med High"
"Novomatic (NovomaticGames)";"Banana Splash";"2705927";"92.1900";"102003__wp";"102003__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.09";"117.00";"4273.50";"High"
"Novomatic (NovomaticGames)";"Sizzling Hot deluxe";"2705930";"92.2800";"102004__wp";"102004__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.09";"500.00";"1000.00";"Medium"
"Novomatic (NovomaticGames)";"Pharaoh's Gold II";"2705933";"92.1900";"102005__wp";"102005__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.09";"117.00";"4273.50";"High"
"Novomatic (NovomaticGames)";"King of Cards";"2705936";"92.1900";"102006__wp";"102006__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.09";"117.00";"4273.50";"High"
"Novomatic (NovomaticGames)";"Royal Treasures";"2705939";"92.1900";"102007__wp";"102007__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.09";"117.00";"4273.50";"High"
"Novomatic (NovomaticGames)";"The Euro Game";"2705942";"94.8600";"102008__wp";"102008__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.09";"90.00";"5000.00";"Medium"
"Novomatic (NovomaticGames)";"Treasure Jewels";"2705945";"96.5600";"102009__wp";"102009__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.09";"36.00";"13888.89";"Medium"
"Novomatic (NovomaticGames)";"Riches of India";"2705948";"92.3200";"102010__wp";"102010__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.09";"63.00";"7936.51";"Med High"
"Novomatic (NovomaticGames)";"Chip Runner";"2705951";"92.2700";"102011__wp";"102011__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.05";"3470.00";"144.09";"Med Low"
"Novomatic (NovomaticGames)";"Magic Money";"2705954";"92.0300";"102012__wp";"102012__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.09";"297.00";"1683.50";"Low Medium"
"Novomatic (NovomaticGames)";"Mermaid's Pearl";"2705957";"92.6700";"102013__wp";"102013__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.20";"180.00";"2777.78";"High"
"Novomatic (NovomaticGames)";"Book of Ra";"2705960";"92.1300";"102014__wp";"102014__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.09";"72.00";"6944.44";"High"
"Novomatic (NovomaticGames)";"Just Jewels deluxe";"2705963";"92.2100";"102015__wp";"102015__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.10";"100.00";"5000.00";"Low"
"Novomatic (NovomaticGames)";"Book of Ra deluxe";"2705966";"92.1300";"102016__wp";"102016__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.10";"60.00";"8333.33";"High"
"Novomatic (NovomaticGames)";"Lord of the Ocean";"2705969";"92.1300";"102017__wp";"102017__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.10";"60.00";"8333.33";"High"
"Novomatic (NovomaticGames)";"Golden Ark";"2705972";"92.1300";"102018__wp";"102018__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.10";"60.00";"8333.33";"High"
"Novomatic (NovomaticGames)";"Mega Joker";"2705975";"92.1800";"102019__wp";"102019__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.40";"240.00";"2083.33";"Low Medium"
"Novomatic (NovomaticGames)";"Dolphin's Pearl";"2705978";"92.1900";"102020__wp";"102020__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.09";"117.00";"4273.50";"High"
"Novomatic (NovomaticGames)";"Columbus deluxe";"2705981";"92.0400";"102021__wp";"102021__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.10";"440.00";"1136.36";"Low Medium"
"Novomatic (NovomaticGames)";"Dolphin's Pearl deluxe";"2705984";"92.1900";"102022__wp";"102022__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.10";"110.00";"4545.45";"High"
"Novomatic (NovomaticGames)";"Sizzling Gems";"2705987";"91.8300";"102023__wp";"102023__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.50";"900.00";"555.56";"Low"
"Novomatic (NovomaticGames)";"Book of Ra deluxe 6";"2705990";"92.1800";"102024__wp";"102024__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.10";"50.00";"10000.00";"High"
"Novomatic (NovomaticGames)";"Gorilla";"2705993";"92.0600";"102025__wp";"102025__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.50";"250.00";"2000.00";"Med High"
"Novomatic (NovomaticGames)";"Sharky";"2705996";"92.5400";"102026__wp";"102026__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.09";"288.00";"1736.11";"Medium"
"Novomatic (NovomaticGames)";"Power Stars";"2705999";"92.3800";"102027__wp";"102027__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.10";"340.00";"1470.59";"Med High"
"Novomatic (NovomaticGames)";"River Queen";"2706002";"92.0200";"102028__wp";"102028__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.50";"325.00";"1538.46";"Medium"
"Novomatic (NovomaticGames)";"Xtra Hot";"2706005";"92.1200";"102029__wp";"102029__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.50";"500.00";"1000.00";"Med High"
"Novomatic (NovomaticGames)";"Chicago";"2706008";"92.1500";"102030__wp";"102030__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.20";"70.00";"7142.86";"High"
"Novomatic (NovomaticGames)";"Katana";"2706011";"92.0900";"102031__wp";"102031__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.20";"220.00";"2272.73";"Med High"
"Novomatic (NovomaticGames)";"Plenty of Fruit 20 Hot";"2706014";"92.2500";"102032__wp";"102032__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.20";"320.00";"1562.50";"Low Medium"
"Novomatic (NovomaticGames)";"Plenty of Fruit 40";"2706017";"92.1000";"102033__wp";"102033__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.40";"640.00";"781.25";"Low Medium"
"Novomatic (NovomaticGames)";"Faust";"2706020";"92.1300";"102034__wp";"102034__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.10";"60.00";"8333.33";"High"
"Novomatic (NovomaticGames)";"Flame Dancer";"2706023";"92.3900";"102035__wp";"102035__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.20";"460.00";"1086.96";"Med High"
"Novomatic (NovomaticGames)";"Supra Hot";"2706026";"92.3700";"102036__wp";"102036__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.50";"2500.00";"200.00";"Low Medium"
"Novomatic (NovomaticGames)";"Indian Spirit";"2706029";"92.4000";"102037__wp";"102037__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.10";"180.00";"2777.78";"High"
"Novomatic (NovomaticGames)";"Sizzling Hot 6 Extra Gold";"2706032";"92.2800";"102038__wp";"102038__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.50";"330.00";"1515.15";"Medium"
"Novomatic (NovomaticGames)";"Lucky Lady's Charm deluxe 6";"2706035";"92.1900";"102039__wp";"102039__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.10";"40.00";"12500.00";"High"
"Novomatic (NovomaticGames)";"Always Hot";"2706038";"92.2900";"102040__wp";"102040__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.50";"8300.00";"60.24";"Low Medium"
"Novomatic (NovomaticGames)";"Silver Fox";"2706041";"92.1900";"102041__wp";"102041__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.09";"117.00";"4273.50";"High"
"Novomatic (NovomaticGames)";"Plenty on Twenty Hot";"2706044";"92.2500";"102042__wp";"102042__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.20";"320.00";"1562.50";"Low Medium"
"Novomatic (NovomaticGames)";"Oliver's Bar";"2706047";"92.0100";"102043__wp";"102043__mp";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.09";"63.00";"7936.51";"High"
"7777Gaming (7777GamingSlots)";"Fisher Bob";"3004503";"96.0000";"334";"334";"HasDemo ";"100053";"0";"Fish/Shooting";"1";"Все";"0.10";"200.00";"3000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Hola Latina";"2986618";"95.6000";"217";"217";"HasDemo ";"100012";"";"";"1";"Все";"0.10";"200.00";"5000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Pirates on Board";"2988138";"95.4700";"281";"281";"HasDemo ";"100012";"";"";"1";"Все";"0.10";"200.00";"5000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Don't Crash";"2988738";"97.0000";"294";"294";"HasDemo ";"100012";"";"";"1";"Нет";"0.10";"100.00";"10000.00";"Medium"
"7777Gaming (7777GamingSlots)";"20 Ducking Hot";"2989182";"94.9800";"253";"253";"Jackpot HasDemo ";"100012";"";"";"1";"Все";"0.10";"200.00";"1000.00";"Low/Medium/High"
"7777Gaming (7777GamingSlots)";"Cash 20x Euro 2024";"2862476";"95.3200";"296";"296";"HasDemo ";"100010";"0, 0";"Slots,Jackpots";"1";"Нет";"0.10";"100.00";"4000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Medusa the Wild Temple";"2966098";"95.0200";"252";"252";"HasDemo ";"100010";"0, 0";"Slots,Crash Game";"1";"Нет";"0.10";"200.00";"5000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Club Mr. Luck Christmas";"2967506";"97.0800";"327";"327";"HasDemo ";"100010";"0";"Slots";"1";"Нет";"0.10";"200.00";"5000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Paw Pals";"2970497";"95.0400";"278";"278";"HasDemo ";"100010";"0";"Mines";"1";"Нет";"0.10";"200.00";"3000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Wild Abduction";"2981990";"95.2500";"279";"279";"HasDemo ";"100010";"";"";"1";"Нет";"0.10";"200.00";"5000.00";"Medium-High"
